answer_id,snippet_no,parent_id,score,owner_id,ff_count,ff_line,ff_type,ff_severity,ff_description
8249,1,8236,11,432,1,5,misc fopen,2,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).  "
8384,1,8236,97,954,0,0,,0,
8384,2,8236,97,954,0,0,,0,
8679,1,2844,61,1084,0,0,,0,
9214,1,7398,3,1146,0,0,,0,
9326,1,9321,7,1087,0,0,,0,
9328,1,9321,166,611,0,0,,0,
9328,2,9321,166,611,0,0,,0,
9348,1,9321,49,852,0,0,,0,
9348,2,9321,49,852,0,0,,0,
9413,1,9410,439,184,0,0,,0,
9413,2,9410,439,184,0,0,,0,
9413,3,9410,439,184,0,0,,0,
9413,4,9410,439,184,0,0,,0,
9413,5,9410,439,184,0,0,,0,
9421,1,9410,79,716,0,0,,0,
9421,2,9410,79,716,0,0,,0,
9421,3,9410,79,716,0,0,,0,
9421,4,9410,79,716,0,0,,0,
9421,5,9410,79,716,0,0,,0,
9670,1,9667,15,1007,0,0,,0,
10101,1,7622,15,1236,0,0,,0,
10101,2,7622,15,1236,0,0,,0,
10331,1,10324,11,116,0,0,,0,
10445,1,10443,-1,1053,1,6,format printf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
10539,1,10059,0,1042,0,0,,0,
10552,1,10324,0,872,0,0,,0,
11003,1,10985,8,1236,0,0,,0,
11014,1,10985,6,755,0,0,,0,
11018,1,10985,4,755,0,0,,0,
11299,1,10985,21,363,0,0,,0,
11335,1,11330,7,390,0,0,,0,
11379,1,11330,3,1179,0,0,,0,
11395,1,11330,5,112,0,0,,0,
11395,2,11330,5,112,0,0,,0,
11395,3,11330,5,112,0,0,,0,
11425,1,11405,18,872,0,0,,0,
11425,2,11405,18,872,0,0,,0,
11425,3,11405,18,872,0,0,,0,
11425,4,11405,18,872,0,0,,0,
11425,5,11405,18,872,0,0,,0,
11435,1,11405,32,268,0,0,,0,
11442,1,11330,1,1084,0,0,,0,
11442,2,11330,1,1084,0,0,,0,
11502,1,11491,25,77,0,0,,0,
11599,1,11562,49,1367,0,0,,0,
11599,2,11562,49,1367,0,0,,0,
11675,1,11635,46,42,0,0,,0,
11679,1,11635,10,1366,0,0,,0,
11703,1,11405,8,852,0,0,,0,
11869,1,11854,0,872,0,0,,0,
11869,2,11854,0,872,0,0,,0,
11881,1,11854,6,372,0,0,,0,
11881,2,11854,6,372,0,0,,0,
11935,1,11854,3,725,0,0,,0,
12506,1,12489,57,1449,0,0,,0,
12634,1,12594,0,1043,0,0,,0,
12751,1,12716,1,814,0,0,,0,
13206,1,13128,20,1491,0,0,,0,
13206,2,13128,20,1491,0,0,,0,
13384,1,7489,2,3180,0,0,,0,
13477,1,13473,1,429,0,0,,0,
13481,1,13473,8,891,0,0,,0,
13482,1,13473,3,1585,0,0,,0,
14127,1,14126,29,1630,0,0,,0,
14169,1,14165,16,1630,0,0,,0,
14290,1,14287,15,1630,0,0,,0,
14290,2,14287,15,1630,0,0,,0,
14290,3,14287,15,1630,0,0,,0,
14492,1,14491,12,1743,0,0,,0,
14841,1,14491,4,1799,0,0,,0,
14999,1,14698,0,1813,0,0,,0,
15262,1,15240,9,1821,0,0,,0,
15269,1,15240,20,None,1,13,buffer TCHAR,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
15269,2,15240,20,None,0,0,,0,
15281,1,15240,1,1841,2,6,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
15343,1,15254,19,611,0,0,,0,
15372,1,15254,2,1043,0,0,,0,
15876,1,15838,1,116,0,0,,0,
15876,2,15838,1,116,0,0,,0,
15876,3,15838,1,116,0,0,,0,
15915,1,15838,2,1556,0,0,,0,
16094,1,15838,0,342,0,0,,0,
17029,1,15240,2,1799,0,0,,0,
17051,1,4306,4,1799,0,0,,0,
17051,2,4306,4,1799,0,0,,0,
17148,1,17140,9,456,1,5,shell system,4,This causes a new program to execute and is difficult to use safely (CWE-78).  try using a library call that implements the same functionality if available. 
17150,1,17140,2,1791,1,1,shell system,4,This causes a new program to execute and is difficult to use safely (CWE-78).  try using a library call that implements the same functionality if available. 
17226,1,17140,3,446497,0,0,,0,
17229,1,17181,4,1830,0,0,,0,
17229,2,17181,4,1830,0,0,,0,
17311,1,17140,11,1199,2,6,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
17311,2,17140,11,1199,0,0,,0,
17312,1,17299,5,611,0,0,,0,
17335,1,17299,2,1366,0,0,,0,
17335,2,17299,2,1366,0,0,,0,
17335,3,17299,2,1366,0,0,,0,
17335,4,17299,2,1366,0,0,,0,
17341,1,17333,151,611,0,0,,0,
17412,1,17333,12,446497,0,0,,0,
17412,2,17333,12,446497,0,0,,0,
17443,1,17434,243,1043,0,0,,0,
17467,1,17333,41,486,0,0,,0,
17485,1,17483,0,55,0,0,,0,
17618,1,17612,14,227,0,0,,0,
17620,1,17612,35,1816,0,0,,0,
17623,1,17612,12,891,0,0,,0,
17793,1,17786,4,1042,0,0,,0,
17932,1,15240,1,1898,0,0,,0,
17932,2,15240,1,1898,0,0,,0,
17970,1,17434,1,863,0,0,,0,
17987,1,17980,7,1694,0,0,,0,
17989,1,17980,14,1912,0,0,,0,
17999,1,17980,0,2132,0,0,,0,
17999,2,17980,0,2132,0,0,,0,
17999,3,17980,0,2132,0,0,,0,
17999,4,17980,0,2132,0,0,,0,
17999,5,17980,0,2132,0,0,,0,
17999,6,17980,0,2132,0,0,,0,
18004,1,17980,2,1084,0,0,,0,
18042,1,17299,1,1254,0,0,,0,
18289,1,17333,1,1799,0,0,,0,
18786,1,18765,11,1254,0,0,,0,
18798,1,18765,0,645,0,0,,0,
18798,2,18765,0,645,0,0,,0,
18798,3,18765,0,645,0,0,,0,
18870,1,18765,7,1006,0,0,,0,
19255,1,19193,4,446497,0,0,,0,
19439,1,19347,2,1892,0,0,,0,
19439,2,19347,2,1892,0,0,,0,
19439,3,19347,2,1892,0,0,,0,
20732,1,20731,26,25,0,0,,0,
20752,1,17140,9,2132,0,0,,0,
20792,1,20731,487,1367,0,0,,0,
20792,2,20731,487,1367,0,0,,0,
20916,1,20787,3,1409,0,0,,0,
20916,2,20787,3,1409,0,0,,0,
21326,1,21303,19,1367,0,0,,0,
21395,1,11491,19,2281,0,0,,0,
21395,2,11491,19,2281,0,0,,0,
21607,1,21558,360,611,0,0,,0,
21607,2,21558,360,611,0,0,,0,
21607,3,21558,360,611,0,0,,0,
21607,4,21558,360,611,0,0,,0,
21607,5,21558,360,611,0,0,,0,
21629,1,21558,5,456,0,0,,0,
21656,1,21647,88,456,0,0,,0,
21666,1,21647,24,2091,0,0,,0,
21787,1,21647,14,456,0,0,,0,
22041,1,13128,0,2102,0,0,,0,
22203,1,18869,0,1630,0,0,,0,
22399,1,22379,5,430,1,3,misc open,2,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).  "
22399,2,22379,5,430,0,0,,0,
22399,3,22379,5,430,0,0,,0,
22516,1,22500,8,2132,0,0,,0,
23219,1,23197,1,1219,0,0,,0,
23275,1,23190,0,157,0,0,,0,
23275,2,23190,0,157,0,0,,0,
23282,1,23190,2,1429,0,0,,0,
23282,2,23190,2,1429,0,0,,0,
23282,3,23190,2,1429,0,0,,0,
23282,4,23190,2,1429,0,0,,0,
23307,1,23190,0,517,0,0,,0,
23442,1,23190,2,2434,0,0,,0,
23585,1,14698,4,1438,0,0,,0,
23925,1,23918,5,2276,0,0,,0,
24156,1,24109,33,1968,0,0,,0,
24511,1,24451,24,2361,0,0,,0,
24537,1,24451,6,1421,0,0,,0,
24560,1,24542,37,429,0,0,,0,
24887,1,24886,266,116,0,0,,0,
24887,2,24886,266,116,0,0,,0,
24887,3,24886,266,116,0,0,,0,
24887,4,24886,266,116,0,0,,0,
24888,1,24881,12,369,0,0,,0,
24888,2,24881,12,369,0,0,,0,
24893,1,24891,7,813,0,0,,0,
24895,1,24891,-1,1975282,0,0,,0,
24904,1,24901,270,116,0,0,,0,
24908,1,24891,15,116,2,4,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
24908,2,24891,15,116,0,0,,0,
24908,3,24891,15,116,0,0,,0,
24908,4,24891,15,116,0,0,,0,
24910,1,24901,41,456,0,0,,0,
24918,1,24891,2,1517,0,0,,0,
24918,2,24891,2,1517,0,0,,0,
24922,1,24891,184,2230,1,3,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
24922,2,24891,184,2230,0,0,,0,
24922,3,24891,184,2230,0,0,,0,
25002,1,23190,2,199,0,0,,0,
25068,1,24891,1,1421,0,0,,0,
25077,1,24886,0,2470,0,0,,0,
25077,2,24886,0,2470,0,0,,0,
25092,1,24901,18,1739,0,0,,0,
25092,2,24901,18,1739,0,0,,0,
25092,3,24901,18,1739,0,0,,0,
25220,1,24542,2,2714,0,0,,0,
25281,1,25261,52,1084,0,0,,0,
25281,2,25261,52,1084,0,0,,0,
25281,3,25261,52,1084,0,0,,0,
25281,4,25261,52,1084,0,0,,0,
25281,5,25261,52,1084,0,0,,0,
25281,6,25261,52,1084,0,0,,0,
25281,7,25261,52,1084,0,0,,0,
25281,8,25261,52,1084,0,0,,0,
25281,9,25261,52,1084,0,0,,0,
25281,10,25261,52,1084,0,0,,0,
25598,1,24451,14,13,0,0,,0,
25657,1,24886,9,1675,0,0,,0,
25658,1,25461,0,257,0,0,,0,
25658,2,25461,0,257,0,0,,0,
25658,3,25461,0,257,0,0,,0,
25668,1,24886,30,1043,0,0,,0,
25780,1,25771,7,269,0,0,,0,
25813,1,25771,16,2666,0,0,,0,
26121,1,26098,10,1821,0,0,,0,
26121,2,26098,10,1821,0,0,,0,
26142,1,26098,11,1810,0,0,,0,
26142,2,26098,11,1810,0,0,,0,
26162,1,26151,100,1968,0,0,,0,
26827,1,24207,2,2146,0,0,,0,
27291,1,27220,6,2284,0,0,,0,
27296,1,27220,79,2701,2,7,buffer MultiByteToWideChar,2,"Requires maximum length in CHARACTERS, not bytes (CWE-120).  "
27415,1,27405,5,954,0,0,,0,
27418,1,27405,1,609,0,0,,0,
27418,2,27405,1,609,0,0,,0,
27451,1,27405,0,None,0,0,,0,
27479,1,27405,0,257,0,0,,0,
27481,1,27405,0,2754,0,0,,0,
27483,1,27405,0,257,0,0,,0,
27483,2,27405,0,257,0,0,,0,
27813,1,11635,21,1697,0,0,,0,
28013,1,27405,2,2146,0,0,,0,
28022,1,27998,15,1821,0,0,,0,
28037,1,28002,192,2973,0,0,,0,
28037,2,28002,192,2973,0,0,,0,
28037,3,28002,192,2973,0,0,,0,
28037,4,28002,192,2973,0,0,,0,
28037,5,28002,192,2973,0,0,,0,
28232,1,28212,0,1638,0,0,,0,
28246,1,28212,3,1175,0,0,,0,
28563,1,28559,2,1199,0,0,,0,
28568,1,28559,5,3102,0,0,,0,
28580,1,28559,1,3002,0,0,,0,
28580,2,28559,1,3002,0,0,,0,
28651,1,28542,1,987,0,0,,0,
28714,1,28559,4,2132,0,0,,0,
28714,2,28559,4,2132,0,0,,0,
28714,3,28559,4,2132,0,0,,0,
28714,4,28559,4,2132,0,0,,0,
28780,1,28559,1,1694,0,0,,0,
29300,1,25461,9,1675,0,0,,0,
29394,1,29383,-5,792,1,8,format printf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
29395,1,29242,5,3101,0,0,,0,
29396,1,29383,-7,171,0,0,,0,
29463,1,29437,2,792,0,0,,0,
29463,2,29437,2,792,0,0,,0,
29492,1,29437,7,2146,1,2,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
29492,2,29437,7,2146,1,1,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
29504,1,29437,3,116,0,0,,0,
29504,2,29437,3,116,0,0,,0,
29504,3,29437,3,116,0,0,,0,
29508,1,29437,1,3148,0,0,,0,
29509,1,29383,1,None,0,0,,0,
29509,2,29383,1,None,0,0,,0,
29514,1,29437,2,609,0,0,,0,
29532,1,29437,0,878,0,0,,0,
29536,1,29383,4,346,0,0,,0,
29536,2,29383,4,346,0,0,,0,
29536,3,29383,4,346,0,0,,0,
29571,1,29383,87,342,0,0,,0,
29623,1,29621,17,2933,0,0,,0,
29798,1,29383,51,611,0,0,,0,
29798,2,29383,51,611,0,0,,0,
29831,1,29383,21,2131,0,0,,0,
29831,2,29383,21,2131,0,0,,0,
29865,1,29242,28,842,0,0,,0,
29907,1,29383,5,1697,0,0,,0,
29907,2,29383,5,1697,0,0,,0,
29916,1,29890,3,1810,0,0,,0,
30125,1,30099,1,12081,0,0,,0,
30186,1,30099,12,3186,0,0,,0,
30186,2,30099,12,3186,0,0,,0,
30186,3,30099,12,3186,1,2,misc fopen,2,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).  "
30186,4,30099,12,3186,0,0,,0,
30186,5,30099,12,3186,0,0,,0,
30238,1,30099,2,1968,0,0,,0,
30238,2,30099,2,1968,0,0,,0,
30755,1,30729,0,1254,0,0,,0,
31119,1,30998,1,1471,0,0,,0,
31213,1,30998,1,3102,0,0,,0,
31758,1,31693,61,1968,0,0,,0,
31758,2,31693,61,1968,0,0,,0,
31758,3,31693,61,1968,0,0,,0,
31758,4,31693,61,1968,0,0,,0,
31778,1,31693,1,974,0,0,,0,
31821,1,31693,14,1968,0,0,,0,
31821,2,31693,14,1968,0,0,,0,
31821,3,31693,14,1968,0,0,,0,
31821,4,31693,14,1968,0,0,,0,
31866,1,31693,6,1853,0,0,,0,
31866,2,31693,6,1853,0,0,,0,
31866,3,31693,6,1853,0,0,,0,
31929,1,31693,365,234,0,0,,0,
31929,2,31693,365,234,0,0,,0,
31929,3,31693,365,234,0,0,,0,
31929,4,31693,365,234,0,0,,0,
31929,5,31693,365,234,0,0,,0,
31929,6,31693,365,234,0,0,,0,
32224,1,32168,43,1968,0,0,,0,
33205,1,33199,5,1165587,0,0,,0,
33206,1,33199,0,632,0,0,,0,
33208,1,33199,82,863,0,0,,0,
33211,1,33199,2,1414,0,0,,0,
33212,1,33199,21,338,0,0,,0,
33212,2,33199,21,338,0,0,,0,
33213,1,33199,1,2260,1,1,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
33216,1,33199,0,3447,0,0,,0,
33219,1,33199,6,3458,0,0,,0,
33253,1,33199,0,2454,0,0,,0,
33452,1,31913,0,2714,0,0,,0,
33724,1,33199,3,None,0,0,,0,
33801,1,24542,9,3343,0,0,,0,
33995,1,24542,16,363,0,0,,0,
33995,2,24542,16,363,0,0,,0,
33995,3,24542,16,363,0,0,,0,
34082,1,34065,9,1695,0,0,,0,
34591,1,34506,2,1596,0,0,,0,
34591,2,34506,2,1596,0,0,,0,
34591,3,34506,2,1596,0,0,,0,
34701,1,34506,1,825,0,0,,0,
34796,1,34732,330,1578,0,0,,0,
34796,2,34732,330,1578,0,0,,0,
34796,3,34732,330,1578,0,0,,0,
34796,4,34732,330,1578,0,0,,0,
34857,1,34506,1,3467,0,0,,0,
35006,1,34987,20,987,0,0,,0,
35027,1,34977,0,3641,0,0,,0,
35029,1,25,5,3663,0,0,,0,
35029,2,25,5,3663,0,0,,0,
35036,1,34977,0,1084,0,0,,0,
35182,1,34987,3,1697,0,0,,0,
35201,1,34506,8,3657,0,0,,0,
35323,1,34987,33,3561,0,0,,0,
35362,1,35333,0,2284,0,0,,0,
35417,1,35333,1,987,0,0,,0,
35417,2,35333,1,987,0,0,,0,
35424,1,34987,55,488,0,0,,0,
35524,1,35522,2,338,0,0,,0,
35717,1,34065,42,3153,0,0,,0,
35738,1,35485,5,116,0,0,,0,
35998,1,35973,1,2509,0,0,,0,
35998,2,35973,1,2509,0,0,,0,
36006,1,35999,-2,3714,0,0,,0,
36075,1,35973,2,1596,0,0,,0,
36155,1,36114,2,1739,0,0,,0,
36223,1,36077,2,338,1,18,buffer strlen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
36246,1,36114,2,1739,0,0,,0,
36364,1,36347,74,3280,0,0,,0,
36364,2,36347,74,3280,0,0,,0,
36364,3,36347,74,3280,0,0,,0,
36466,1,36455,1,3631,0,0,,0,
36466,2,36455,1,3631,0,0,,0,
36473,1,36077,0,342,0,0,,0,
36473,2,36077,0,342,0,0,,0,
36544,1,36455,1,748,0,0,,0,
36948,1,36906,0,3685,0,0,,0,
37330,1,34987,2,2131,0,0,,0,
37474,1,37473,21,456,0,0,,0,
37474,2,37473,21,456,0,0,,0,
37474,3,37473,21,456,0,0,,0,
37474,4,37473,21,456,0,0,,0,
37539,1,37538,621,116,0,0,,0,
37539,2,37538,621,116,0,0,,0,
37539,3,37538,621,116,0,0,,0,
37539,4,37538,621,116,0,0,,0,
37539,5,37538,621,116,0,0,,0,
37541,1,37538,10,954,0,0,,0,
37542,1,32332,25,456,0,0,,0,
37545,1,37538,71,2971,0,0,,0,
37589,1,17333,10,None,0,0,,0,
37589,2,17333,10,None,0,0,,0,
37686,1,17333,26,3836,0,0,,0,
37686,2,17333,26,3836,0,0,,0,
38226,1,17117,0,4086,0,0,,0,
38229,1,38198,26,811,0,0,,0,
38229,2,38198,26,811,0,0,,0,
38234,1,38198,3,3499,0,0,,0,
38234,2,38198,3,3499,0,0,,0,
38413,1,38037,9,4059,0,0,,0,
38416,1,37665,1,3146,0,0,,0,
38570,1,38561,314,1892,0,0,,0,
38607,1,38561,160,369,0,0,,0,
38607,2,38561,160,369,0,0,,0,
39052,1,4306,15,1968,0,0,,0,
39079,1,39064,2,893,0,0,,0,
39286,1,24886,14,4071,0,0,,0,
39286,2,24886,14,4071,0,0,,0,
39430,1,39419,13,986,0,0,,0,
39430,2,39419,13,986,0,0,,0,
39478,1,39468,4,1968,0,0,,0,
39479,1,39468,3,2098,0,0,,0,
39534,1,39474,1,986,0,0,,0,
39816,1,35973,3,None,0,0,,0,
39923,1,39912,14,1546,0,0,,0,
39941,1,39912,2,4177,0,0,,0,
39944,1,39912,86,2666,0,0,,0,
40537,1,40511,0,402,0,0,,0,
40757,1,40511,19,3458,1,2,buffer memcpy,2,Does not check for buffer overflows when copying to destination (CWE-120).  Make sure destination can always hold the source data. 
41043,1,34955,18,1541,0,0,,0,
41051,1,34977,0,4343,0,0,,0,
41051,2,34977,0,4343,0,0,,0,
41059,1,41045,22,3146,0,0,,0,
41414,1,41400,1,1968,0,0,,0,
41422,1,41400,7,259,2,10,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
41497,1,27405,3,1077,0,0,,0,
41497,2,27405,3,1077,0,0,,0,
41598,1,41590,133,986,0,0,,0,
41598,2,41590,133,986,0,0,,0,
41598,3,41590,133,986,0,0,,0,
41620,1,41590,5,4069,0,0,,0,
41622,1,41590,7,3355,0,0,,0,
41622,2,41590,7,3355,0,0,,0,
41622,3,41590,7,3355,0,0,,0,
41622,4,41590,7,3355,0,0,,0,
41624,1,41590,96,3056,0,0,,0,
41637,1,41590,13,2638,0,0,,0,
41637,2,41590,13,2638,0,0,,0,
41794,1,41400,57,4405,1,5,format vprintf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
41823,1,41590,1,2298,0,0,,0,
41859,1,41832,1,3631,0,0,,0,
41860,1,41590,4,1697,0,0,,0,
41865,1,41453,14,2298,0,0,,0,
41865,2,41453,14,2298,0,0,,0,
41930,1,36347,3,2298,0,0,,0,
41973,1,36347,0,1968,0,0,,0,
42133,1,42125,14,267,0,0,,0,
42543,1,42531,15,1441,2,21,shell CreateProcess,3,"This causes a new process to execute and is difficult to use safely (CWE-78).  Specify the application path in the first argument, NOT as part of the second, or embedded spaces could allow an attacker to force a different program to run. "
42544,1,42531,35,3146,0,0,,0,
42605,1,42446,1,4066,1,11,buffer wcslen,1,Does not handle strings that are not \0-terminated; if given one it may perform an over-read (it could cause a crash if unprotected) (CWE-126).  
42704,1,42693,0,3663,1,6,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
42705,1,42672,0,1372,2,4,buffer char,2,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119:CWE-120).  Perform bounds checking, use functions that limit length, or ensure that the size is larger than the maximum possible length. "
42764,1,42762,2,2148,2,7,format fprintf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
42767,1,42762,-1,1965,2,10,format fprintf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
42775,1,15240,1,3663,6,50,format fprintf,4,"If format strings can be influenced by an attacker, they can be exploited (CWE-134).  Use a constant for the format specification. "
42806,1,42770,16,456,0,0,,0,
42806,2,42770,16,456,0,0,,0,
42806,3,42770,16,456,0,0,,0,
42806,4,42770,16,456,0,0,,0,
43122,1,43116,7,1390,0,0,,0,
43122,2,43116,7,1390,0,0,,0,
43122,3,43116,7,1390,4,23,buffer getchar,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
43161,1,41699,3,4086,0,0,,0,
43161,2,41699,3,4086,0,0,,0,
43161,3,41699,3,4086,0,0,,0,
43292,1,43253,7,2948,0,0,,0,
43292,2,43253,7,2948,0,0,,0,
43292,3,43253,7,2948,0,0,,0,
43373,1,43322,1,2666,0,0,,0,
43486,1,38027,1,1077,0,0,,0,
43527,1,42693,0,3685,0,0,,0,
43527,2,42693,0,3685,0,0,,0,
43629,1,39064,0,None,0,0,,0,
43629,2,39064,0,None,0,0,,0,
43629,3,39064,0,None,0,0,,0,
44590,1,44569,35,3279,0,0,,0,
44590,2,44569,35,3279,0,0,,0,
44590,3,44569,35,3279,0,0,,0,
44697,1,44693,2,3279,0,0,,0,
44762,1,44693,5,811,0,0,,0,
44762,2,44693,5,811,0,0,,0,
44797,1,44693,1,None,0,0,,0,
44797,2,44693,1,None,0,0,,0,
44797,3,44693,1,None,0,0,,0,
44886,1,23209,3,4613,0,0,,0,
44911,1,36906,-1,4498,1,4,buffer bcopy,2,Does not check for buffer overflows when copying to destination (CWE-120).  Make sure destination can always hold the source data. 
44985,1,17434,2,456786,0,0,,0,
45064,1,44693,7,1146,0,0,,0,
45512,1,36906,37,1898,0,0,,0,
45551,1,36906,8,4704,0,0,,0,
45717,1,45627,4,1078,0,0,,0,
46005,1,45972,42,3279,2,6,buffer read,1,"Check buffer boundaries if used in a loop including recursive loops (CWE-120, CWE-20).  "
46005,2,45972,42,3279,1,6,misc open,2,"Check when opening files - can an attacker redirect it (via symlinks), force the opening of special file type (e.g., device files), move things around to create a race condition, control its ancestors, or change its contents? (CWE-362).  "
46123,1,36906,9,1898,0,0,,0,
46123,2,36906,9,1898,0,0,,0,
46123,3,36906,9,1898,0,0,,0,
46123,4,36906,9,1898,0,0,,0,
46123,5,36906,9,1898,0,0,,0,
47033,1,35485,2,4761,0,0,,0,
